WT	drdd	logFC_drdd_WT	PValue_drdd_WT	FDR_drdd_WT
AT1G01010	1.57861351566987	2.38985616492441	0.609857809230501	0.210755401376661	1
AT1G01020	5.60036394003292	5.42613969433524	-0.0443094458471092	0.874872088136907	1
AT1G01030	1.49106035724808	3.38844160878265	1.17108328454003	0.00326808654221117	0.115154063013153
AT1G01040	7.99015681988519	7.34149437588546	-0.121806408172915	0.581572347416668	1
AT1G01050	32.8943430453343	29.1970958756563	-0.171573819896952	0.444383917666806	1
AT1G01060	10.4631922586433	5.85473319889605	-0.838250241539091	0.117246803575309	0.885992537364136
AT1G01070	0.438114355763185	0.7158073800737	0.748356647161299	0.416984671309367	1
AT1G01080	55.5875195807143	48.5732328550943	-0.195681323350101	0.341915617026674	1
AT1G01090	81.449005460015	72.7254301373239	-0.163794498760017	0.409986592730124	1
AT1G01100	76.938742012024	81.7753238056565	0.0864995539190179	0.671090554718553	1
AT1G01110	0.153324587379108	0.239482784232563	0.561904465096534	0.499154539724284	1
AT1G01120	64.9679204439548	74.7979363302748	0.202899868510867	0.429741894356975	1
AT1G01130	1.00981290927091	1.36624739544746	0.416743180693895	0.489397618070368	1
AT1G01140	29.2400756816222	26.5624558611669	-0.139318718650936	0.609327338235613	1
AT1G01150	0.0132222641355339	0.0395403133127478	1.12655434662466	0.665915498885616	1
AT1G01160	16.9809727148422	17.2569238304843	0.0249243324237543	0.913846654119249	1
AT1G01170	90.1325275268659	82.8099818915357	-0.120785163008128	0.55057513162241	1
AT1G01180	6.9219604870486	5.77854505310835	-0.261103201217591	0.392406270042724	1
AT1G01190	0.271612049143455	1.33477507106691	2.23600608054356	0.00233835082115799	0.0903728267798358
AT1G01200	0.173890073333941	0.5732909240896	1.61253324833522	0.0809396502618195	0.758615776247245
AT1G01210	5.17035351901368	4.2227685435928	-0.299365433533274	0.350866778386337	1
AT1G01220	12.1381910681329	10.5796500301312	-0.197265023828853	0.326671176013104	1
AT1G01225	1.75819318121279	1.23846239485384	-0.494465618637963	0.304718639101029	1
AT1G01230	13.2421426833434	12.6295932768182	-0.0646113366658287	0.780586015818847	1
AT1G01240	12.9351752542802	11.5747426731543	-0.151350675791867	0.571204253153667	1
AT1G01250	2.66307305824002	2.01893812830422	-0.432602871779346	0.407684332352014	1
AT1G01260	5.89648177869527	5.56120125261284	-0.0845601517455423	0.736860692420968	1
AT1G01280	0	0	0	1	1
AT1G01290	6.99723857616478	7.9663244157227	0.184627218200238	0.454302967403022	1
AT1G01300	25.0865396269942	29.066028790659	0.20975115561939	0.319928364097495	1
AT1G01305	0	0	0	1	1
AT1G01310	0	0.0357657272942611	1.84727563800829	0.999999999999994	1
AT1G01320	75.5862179054522	59.4194234395215	-0.34732778091854	0.076881853382564	0.743787110187441
AT1G01335	0	0	0	1	1
AT1G01340	3.84535764432524	1.86830189294185	-1.03184774052959	0.0355704570340067	0.518499748716568
AT1G01350	9.09204498861987	10.730416653397	0.238108205025927	0.283239793665433	1
AT1G01355	0	0	0	1	1
AT1G01360	14.0057306140493	11.9440416724997	-0.227724792960171	0.355879929510681	1
AT1G01370	1.17101596911256	1.22568985420344	0.0563234930807048	0.911969786307333	1
AT1G01380	0.57219969049644	1.18143207815469	1.01718238588988	0.166235330595641	1
AT1G01390	8.7426828446838	6.98618217104132	-0.31615259669384	0.241246766756306	1
AT1G01400	0	0	0	1	1
AT1G01410	0	0	0	1	1
AT1G01420	4.57565483634877	3.5221921048914	-0.370111587268435	0.284693658817839	1
AT1G01430	31.8561455737874	26.6357543562273	-0.259120593200851	0.234661221855102	1
AT1G01440	7.58048879317351	7.45703765498973	-0.0185390585035386	0.93011147132127	1
AT1G01450	0.0575140320646113	0.0258379292763339	-0.436726174962797	1	1
AT1G01453	0	0	0	1	1
AT1G01460	0	0	0	1	1
AT1G01470	50.2163336068883	74.8006073138859	0.575448953230752	0.0184825994914995	0.368084986829624
AT1G01480	0	0.0129438708552916	1.84495722587777	0.999999999999996	1
AT1G01490	32.5994590735728	29.2946143117928	-0.152766286395269	0.498236698486646	1
AT1G01500	6.28712431120798	8.19887551619324	0.384589203027081	0.194491891183631	1
AT1G01510	10.9470194590664	11.2101349439487	0.0310392512936486	0.88296370077541	1
AT1G01520	1.20184434291835	0.653878107865067	-0.886457491812493	0.266857617835009	1
AT1G01530	0.02842276277011	0	-1.96424223128534	0.999999999999998	1
AT1G01540	41.1427438822074	33.2832670623022	-0.306449921813454	0.126072670593303	0.909172187330292
